timestamp,corridor,intersection_id,speed,volume,lane,occupancy,weather,wait_time
2026-07-04T08:25:47Z,Corridor D (Industrial Loop),INT-132,48,41,4,22,Clear,29
2026-07-04T08:25:47Z,Corridor A (Downtown Express),INT-103,45,21,1,20,Rainy,36
2026-07-04T08:25:47Z,Corridor E (Airport Bypass),INT-145,46,39,2,33,Rainy,49
2026-07-04T08:25:48Z,Corridor D (Industrial Loop),INT-131,42,40,1,23,Clear,34
2026-07-04T08:25:48Z,Corridor A (Downtown Express),INT-104,46,60,1,44,Rainy,60
2026-07-04T08:25:48Z,Corridor D (Industrial Loop),INT-131,38,28,2,20,Clear,22
2026-07-04T08:25:48Z,Corridor B (Westside Arterial),INT-112,34,60,3,43,Clear,54
2026-07-04T08:25:48Z,Corridor D (Industrial Loop),INT-134,42,63,2,49,Clear,55
2026-07-04T08:25:48Z,Corridor A (Downtown Express),INT-101,61,87,1,53,Clear,67
2026-07-04T08:25:48Z,Corridor E (Airport Bypass),INT-143,35,50,1,32,Rainy,49
2026-07-04T08:25:48Z,Corridor A (Downtown Express),INT-103,47,51,2,40,Clear,54
2026-07-04T08:25:48Z,Corridor B (Westside Arterial),INT-114,31,64,4,50,Clear,53
2026-07-04T08:25:48Z,Corridor E (Airport Bypass),INT-142,33,76,2,42,Rainy,73
2026-07-04T08:25:49Z,Corridor C (University Way),INT-122,22,37,4,21,Clear,30
2026-07-04T08:25:49Z,Corridor D (Industrial Loop),INT-133,41,62,2,46,Clear,49
2026-07-04T08:25:49Z,Corridor E (Airport Bypass),INT-141,64,46,3,30,Clear,44
2026-07-04T08:25:49Z,Corridor A (Downtown Express),INT-101,47,70,1,55,Clear,66
2026-07-04T08:25:49Z,Corridor A (Downtown Express),INT-101,56,66,3,45,Clear,58
2026-07-04T08:25:49Z,Corridor A (Downtown Express),INT-103,63,43,1,28,Clear,45
2026-07-04T08:25:49Z,Corridor B (Westside Arterial),INT-114,33,75,3,44,Clear,63
2026-07-04T08:25:49Z,Corridor C (University Way),INT-123,30,19,3,17,Clear,19
2026-07-04T08:25:49Z,Corridor A (Downtown Express),INT-102,61,60,1,46,Clear,49
2026-07-04T08:25:49Z,Corridor D (Industrial Loop),INT-132,36,22,2,16,Rainy,37
2026-07-04T08:25:50Z,Corridor C (University Way),INT-124,25,34,1,31,Rainy,53
2026-07-04T08:25:50Z,Corridor A (Downtown Express),INT-102,58,85,2,58,Clear,67
2026-07-04T08:25:50Z,Corridor A (Downtown Express),INT-101,47,54,2,28,Clear,39
2026-07-04T08:25:50Z,Corridor E (Airport Bypass),INT-143,45,47,1,26,Clear,43
2026-07-04T08:25:50Z,Corridor A (Downtown Express),INT-101,39,34,1,19,Foggy,31
2026-07-04T08:25:50Z,Corridor D (Industrial Loop),INT-131,37,61,2,41,Clear,46
2026-07-04T08:25:50Z,Corridor E (Airport Bypass),INT-141,40,56,2,44,Rainy,71
2026-07-04T08:25:50Z,Corridor B (Westside Arterial),INT-115,34,42,4,33,Foggy,59
2026-07-04T08:25:50Z,Corridor E (Airport Bypass),INT-141,46,78,1,55,Clear,62
2026-07-04T08:25:50Z,Corridor C (University Way),INT-121,36,25,3,10,Clear,23
2026-07-04T08:25:51Z,Corridor A (Downtown Express),INT-104,48,67,1,39,Foggy,71
2026-07-04T08:25:51Z,Corridor C (University Way),INT-123,27,37,4,29,Clear,44
2026-07-04T08:25:51Z,Corridor E (Airport Bypass),INT-144,36,66,2,40,Rainy,61
2026-07-04T08:25:51Z,Corridor A (Downtown Express),INT-105,54,47,3,38,Clear,46
2026-07-04T08:25:51Z,Corridor D (Industrial Loop),INT-135,49,46,4,38,Clear,38
2026-07-04T08:25:51Z,Corridor A (Downtown Express),INT-102,49,31,2,11,Foggy,32
2026-07-04T08:25:51Z,Corridor D (Industrial Loop),INT-131,37,37,2,32,Clear,34
2026-07-04T08:25:51Z,Corridor D (Industrial Loop),INT-133,45,41,1,27,Clear,40
2026-07-04T08:25:51Z,Corridor A (Downtown Express),INT-101,56,42,1,24,Clear,43
2026-07-04T08:25:51Z,Corridor D (Industrial Loop),INT-133,47,52,4,35,Clear,50
2026-07-04T08:25:52Z,Corridor D (Industrial Loop),INT-133,47,49,2,24,Clear,40
2026-07-04T08:25:52Z,Corridor E (Airport Bypass),INT-144,55,59,4,43,Clear,59
2026-07-04T08:25:52Z,Corridor A (Downtown Express),INT-102,46,47,1,31,Rainy,57
2026-07-04T08:25:52Z,Corridor B (Westside Arterial),INT-111,32,45,1,23,Clear,38
2026-07-04T08:25:52Z,Corridor B (Westside Arterial),INT-113,30,49,2,33,Clear,51
2026-07-04T08:25:52Z,Corridor A (Downtown Express),INT-102,52,49,4,25,Foggy,49
2026-07-04T08:25:52Z,Corridor D (Industrial Loop),INT-135,55,45,3,24,Clear,45
2026-07-04T08:25:52Z,Corridor A (Downtown Express),INT-105,57,49,4,24,Clear,36
2026-07-04T08:25:52Z,Corridor D (Industrial Loop),INT-134,51,37,4,14,Clear,29
2026-07-04T08:25:52Z,Corridor E (Airport Bypass),INT-141,44,85,1,57,Clear,66
2026-07-04T08:25:53Z,Corridor C (University Way),INT-125,19,51,1,43,Clear,51
2026-07-04T08:25:53Z,Corridor E (Airport Bypass),INT-142,50,46,3,25,Clear,43
2026-07-04T08:25:53Z,Corridor A (Downtown Express),INT-101,49,53,2,39,Clear,54
2026-07-04T08:25:53Z,Corridor E (Airport Bypass),INT-145,52,29,4,22,Clear,35
2026-07-04T08:25:53Z,Corridor B (Westside Arterial),INT-113,32,81,4,52,Clear,67
2026-07-04T08:25:53Z,Corridor C (University Way),INT-121,31,47,2,40,Clear,52
2026-07-04T08:25:53Z,Corridor C (University Way),INT-123,24,43,4,27,Rainy,49
2026-07-04T08:25:53Z,Corridor E (Airport Bypass),INT-141,44,59,3,29,Clear,45
2026-07-04T08:25:53Z,Corridor E (Airport Bypass),INT-144,51,54,3,36,Clear,41
2026-07-04T08:25:53Z,Corridor A (Downtown Express),INT-104,62,36,3,22,Clear,29
2026-07-04T08:25:54Z,Corridor C (University Way),INT-124,26,51,3,26,Clear,46
2026-07-04T08:25:54Z,Corridor E (Airport Bypass),INT-145,47,48,1,29,Clear,36
2026-07-04T08:25:54Z,Corridor D (Industrial Loop),INT-135,52,56,2,45,Clear,45
2026-07-04T08:25:54Z,Corridor A (Downtown Express),INT-104,44,26,1,12,Foggy,30
2026-07-04T08:25:54Z,Corridor D (Industrial Loop),INT-133,48,41,3,28,Clear,37
2026-07-04T08:25:54Z,Corridor D (Industrial Loop),INT-134,50,62,4,36,Clear,44
2026-07-04T08:25:54Z,Corridor C (University Way),INT-121,26,28,3,27,Clear,25
2026-07-04T08:25:54Z,Corridor C (University Way),INT-125,29,21,4,5,Clear,17
2026-07-04T08:25:54Z,Corridor C (University Way),INT-121,29,35,4,32,Clear,35
2026-07-04T08:25:54Z,Corridor E (Airport Bypass),INT-143,47,58,3,29,Rainy,49
2026-07-04T08:25:55Z,Corridor E (Airport Bypass),INT-143,45,9,3,12,Clear,24
2026-07-04T08:25:55Z,Corridor E (Airport Bypass),INT-141,50,41,2,37,Clear,42
2026-07-04T08:25:55Z,Corridor A (Downtown Express),INT-105,61,69,3,37,Clear,59
2026-07-04T08:25:55Z,Corridor E (Airport Bypass),INT-141,43,55,4,35,Foggy,62
2026-07-04T08:25:55Z,Corridor D (Industrial Loop),INT-132,37,48,3,24,Rainy,49
2026-07-04T08:25:55Z,Corridor D (Industrial Loop),INT-131,43,20,3,12,Clear,25
2026-07-04T08:25:55Z,Corridor D (Industrial Loop),INT-135,47,23,2,22,Clear,32
2026-07-04T08:25:55Z,Corridor C (University Way),INT-123,34,24,3,11,Clear,19
2026-07-04T08:25:55Z,Corridor D (Industrial Loop),INT-132,40,43,1,34,Rainy,61
2026-07-04T08:25:55Z,Corridor B (Westside Arterial),INT-113,28,69,3,51,Rainy,70
2026-07-04T08:25:56Z,Corridor A (Downtown Express),INT-101,61,57,3,35,Clear,46
2026-07-04T08:25:56Z,Corridor B (Westside Arterial),INT-114,30,48,4,24,Rainy,51
2026-07-04T08:25:56Z,Corridor D (Industrial Loop),INT-132,51,46,1,23,Clear,42
2026-07-04T08:25:56Z,Corridor D (Industrial Loop),INT-131,42,52,1,28,Clear,49
2026-07-04T08:25:56Z,Corridor C (University Way),INT-123,25,36,1,15,Rainy,37
2026-07-04T08:25:56Z,Corridor E (Airport Bypass),INT-143,38,65,3,53,Rainy,74
2026-07-04T08:25:56Z,Corridor B (Westside Arterial),INT-115,27,60,2,35,Rainy,62
2026-07-04T08:25:56Z,Corridor E (Airport Bypass),INT-145,53,86,2,53,Clear,73
2026-07-04T08:25:56Z,Corridor C (University Way),INT-121,33,54,2,34,Clear,48
2026-07-04T08:25:56Z,Corridor D (Industrial Loop),INT-135,44,52,3,29,Clear,47
2026-07-04T08:25:57Z,Corridor D (Industrial Loop),INT-131,39,32,2,31,Clear,42
2026-07-04T08:25:57Z,Corridor D (Industrial Loop),INT-133,34,18,4,12,Rainy,30
2026-07-04T08:25:57Z,Corridor A (Downtown Express),INT-102,48,21,2,9,Rainy,25
2026-07-04T08:25:57Z,Corridor D (Industrial Loop),INT-131,45,33,4,12,Clear,25
2026-07-04T08:25:57Z,Corridor B (Westside Arterial),INT-115,37,62,2,34,Clear,57
2026-07-04T08:25:57Z,Corridor E (Airport Bypass),INT-142,50,56,1,28,Clear,47
2026-07-04T08:25:57Z,Corridor E (Airport Bypass),INT-143,48,73,2,38,Clear,52
2026-07-04T08:25:57Z,Corridor C (University Way),INT-122,26,19,4,7,Clear,23
2026-07-04T08:25:57Z,Corridor D (Industrial Loop),INT-134,41,26,4,13,Clear,19
2026-07-04T08:25:57Z,Corridor C (University Way),INT-121,24,35,2,30,Clear,35
2026-07-04T08:25:58Z,Corridor B (Westside Arterial),INT-112,30,70,3,41,Rainy,65
2026-07-04T08:25:58Z,Corridor A (Downtown Express),INT-105,57,43,4,21,Clear,38
2026-07-04T08:25:58Z,Corridor D (Industrial Loop),INT-133,32,29,3,26,Rainy,44
2026-07-04T08:25:58Z,Corridor A (Downtown Express),INT-105,67,78,2,52,Clear,70
2026-07-04T08:25:58Z,Corridor E (Airport Bypass),INT-144,53,55,4,27,Clear,43
2026-07-04T08:25:58Z,Corridor C (University Way),INT-122,39,38,4,16,Clear,37
2026-07-04T08:25:58Z,Corridor E (Airport Bypass),INT-143,38,53,3,30,Rainy,61
2026-07-04T08:25:58Z,Corridor B (Westside Arterial),INT-112,34,59,4,30,Clear,45
2026-07-04T08:25:58Z,Corridor B (Westside Arterial),INT-112,36,47,3,38,Clear,52
2026-07-04T08:25:58Z,Corridor A (Downtown Express),INT-105,42,33,2,31,Rainy,42
2026-07-04T08:25:59Z,Corridor A (Downtown Express),INT-105,59,42,3,21,Clear,35
2026-07-04T08:25:59Z,Corridor D (Industrial Loop),INT-134,45,41,3,29,Clear,40
2026-07-04T08:25:59Z,Corridor D (Industrial Loop),INT-135,41,45,1,27,Clear,35
2026-07-04T08:25:59Z,Corridor C (University Way),INT-123,25,36,3,18,Clear,28
2026-07-04T08:25:59Z,Corridor B (Westside Arterial),INT-115,31,39,2,20,Clear,39
2026-07-04T08:25:59Z,Corridor E (Airport Bypass),INT-141,51,74,4,58,Clear,68
2026-07-04T08:25:59Z,Corridor D (Industrial Loop),INT-135,31,25,4,13,Rainy,32
2026-07-04T08:25:59Z,Corridor B (Westside Arterial),INT-111,24,74,4,50,Clear,68
2026-07-04T08:25:59Z,Corridor E (Airport Bypass),INT-144,62,45,1,25,Clear,43
2026-07-04T08:25:59Z,Corridor C (University Way),INT-123,30,40,1,33,Clear,35
2026-07-04T08:26:00Z,Corridor C (University Way),INT-124,24,23,1,8,Clear,23
2026-07-04T08:26:00Z,Corridor C (University Way),INT-123,24,46,2,23,Foggy,39
2026-07-04T08:26:00Z,Corridor A (Downtown Express),INT-105,54,15,4,15,Clear,15
2026-07-04T08:26:00Z,Corridor C (University Way),INT-121,28,41,4,32,Clear,36
2026-07-04T08:26:00Z,Corridor E (Airport Bypass),INT-143,47,48,4,41,Clear,52
2026-07-04T08:26:00Z,Corridor B (Westside Arterial),INT-115,30,67,2,43,Clear,63
2026-07-04T08:26:00Z,Corridor D (Industrial Loop),INT-131,46,46,2,34,Clear,43
2026-07-04T08:26:00Z,Corridor C (University Way),INT-123,27,38,3,21,Clear,40
2026-07-04T08:26:00Z,Corridor E (Airport Bypass),INT-142,59,67,2,51,Clear,66
2026-07-04T08:26:00Z,Corridor B (Westside Arterial),INT-115,28,42,3,26,Clear,40
2026-07-04T08:26:01Z,Corridor C (University Way),INT-123,29,25,2,19,Clear,26
2026-07-04T08:26:01Z,Corridor E (Airport Bypass),INT-144,47,40,4,36,Clear,47
2026-07-04T08:26:01Z,Corridor C (University Way),INT-123,22,33,3,31,Clear,41
2026-07-04T08:26:01Z,Corridor E (Airport Bypass),INT-142,43,83,2,60,Clear,66
2026-07-04T08:26:01Z,Corridor D (Industrial Loop),INT-134,39,49,4,31,Clear,45
2026-07-04T08:26:01Z,Corridor C (University Way),INT-123,33,60,1,49,Clear,56
2026-07-04T08:26:01Z,Corridor A (Downtown Express),INT-102,48,65,4,34,Rainy,74
2026-07-04T08:26:01Z,Corridor D (Industrial Loop),INT-132,46,13,2,15,Clear,16
2026-07-04T08:26:01Z,Corridor B (Westside Arterial),INT-115,37,53,1,43,Clear,53
2026-07-04T08:26:01Z,Corridor D (Industrial Loop),INT-133,36,32,3,30,Rainy,41
2026-07-04T08:26:02Z,Corridor D (Industrial Loop),INT-133,42,41,1,25,Clear,35
2026-07-04T08:26:02Z,Corridor B (Westside Arterial),INT-114,44,20,1,18,Clear,21
2026-07-04T08:26:02Z,Corridor A (Downtown Express),INT-104,38,52,2,29,Rainy,56
2026-07-04T08:26:02Z,Corridor E (Airport Bypass),INT-141,54,74,1,59,Clear,71
2026-07-04T08:26:02Z,Corridor B (Westside Arterial),INT-111,28,81,4,61,Clear,64
2026-07-04T08:26:02Z,Corridor A (Downtown Express),INT-101,54,54,1,41,Clear,52
2026-07-04T08:26:02Z,Corridor D (Industrial Loop),INT-132,42,44,3,20,Clear,39
2026-07-04T08:26:02Z,Corridor D (Industrial Loop),INT-134,41,20,2,5,Clear,18
2026-07-04T08:26:02Z,Corridor C (University Way),INT-123,35,46,3,30,Clear,40
2026-07-04T08:26:02Z,Corridor A (Downtown Express),INT-105,48,36,1,29,Foggy,48
2026-07-04T08:26:03Z,Corridor C (University Way),INT-124,30,37,3,19,Clear,31
2026-07-04T08:26:03Z,Corridor C (University Way),INT-125,21,44,2,33,Clear,47
2026-07-04T08:26:03Z,Corridor C (University Way),INT-125,30,53,3,28,Clear,38
2026-07-04T08:26:03Z,Corridor D (Industrial Loop),INT-134,38,48,2,41,Clear,51
2026-07-04T08:26:03Z,Corridor D (Industrial Loop),INT-133,45,28,3,16,Clear,26
2026-07-04T08:26:03Z,Corridor E (Airport Bypass),INT-144,54,48,2,37,Clear,49
2026-07-04T08:26:03Z,Corridor D (Industrial Loop),INT-131,36,41,4,23,Rainy,44
2026-07-04T08:26:03Z,Corridor A (Downtown Express),INT-103,59,86,1,60,Clear,66
2026-07-04T08:26:03Z,Corridor E (Airport Bypass),INT-141,47,69,1,51,Clear,68
2026-07-04T08:26:03Z,Corridor B (Westside Arterial),INT-112,31,40,3,20,Clear,37
2026-07-04T08:26:04Z,Corridor D (Industrial Loop),INT-131,47,60,3,42,Clear,55
2026-07-04T08:26:04Z,Corridor E (Airport Bypass),INT-143,61,51,4,39,Clear,48
2026-07-04T08:26:04Z,Corridor C (University Way),INT-124,35,18,3,5,Clear,19
2026-07-04T08:26:04Z,Corridor E (Airport Bypass),INT-144,52,96,4,71,Clear,87
2026-07-04T08:26:04Z,Corridor D (Industrial Loop),INT-131,46,25,2,6,Clear,18
2026-07-04T08:26:04Z,Corridor A (Downtown Express),INT-104,55,32,2,19,Clear,34
2026-07-04T08:26:04Z,Corridor A (Downtown Express),INT-101,58,30,3,21,Clear,24
2026-07-04T08:26:04Z,Corridor E (Airport Bypass),INT-141,55,42,4,32,Clear,39
2026-07-04T08:26:04Z,Corridor A (Downtown Express),INT-102,52,36,2,26,Clear,42
2026-07-04T08:26:04Z,Corridor E (Airport Bypass),INT-141,46,64,4,43,Clear,56
2026-07-04T08:26:05Z,Corridor B (Westside Arterial),INT-111,31,82,4,50,Foggy,84
2026-07-04T08:26:05Z,Corridor D (Industrial Loop),INT-132,41,50,2,27,Clear,39
2026-07-04T08:26:05Z,Corridor C (University Way),INT-123,29,68,4,47,Clear,63
2026-07-04T08:26:05Z,Corridor C (University Way),INT-122,36,27,2,13,Clear,18
2026-07-04T08:26:05Z,Corridor C (University Way),INT-121,38,51,3,38,Clear,46
2026-07-04T08:26:05Z,Corridor C (University Way),INT-124,21,66,2,43,Rainy,68
2026-07-04T08:26:05Z,Corridor B (Westside Arterial),INT-111,31,71,2,42,Clear,57
2026-07-04T08:26:05Z,Corridor D (Industrial Loop),INT-131,41,46,4,21,Clear,40
2026-07-04T08:26:05Z,Corridor C (University Way),INT-122,31,45,1,35,Clear,38
2026-07-04T08:26:05Z,Corridor C (University Way),INT-125,36,33,2,19,Clear,29
2026-07-04T08:26:06Z,Corridor D (Industrial Loop),INT-133,40,43,1,20,Clear,33
2026-07-04T08:26:06Z,Corridor D (Industrial Loop),INT-134,35,61,3,32,Rainy,60
2026-07-04T08:26:06Z,Corridor C (University Way),INT-124,20,9,4,15,Rainy,22
2026-07-04T08:26:06Z,Corridor A (Downtown Express),INT-101,50,40,1,34,Clear,35
2026-07-04T08:26:06Z,Corridor A (Downtown Express),INT-105,56,69,3,49,Clear,66
2026-07-04T08:26:06Z,Corridor A (Downtown Express),INT-103,54,43,1,23,Clear,38
2026-07-04T08:26:06Z,Corridor D (Industrial Loop),INT-134,49,60,4,49,Clear,56
2026-07-04T08:26:06Z,Corridor A (Downtown Express),INT-104,58,62,2,41,Clear,55
2026-07-04T08:26:06Z,Corridor B (Westside Arterial),INT-112,37,32,2,28,Clear,40
2026-07-04T08:26:06Z,Corridor B (Westside Arterial),INT-111,25,80,2,62,Clear,76
2026-07-04T08:26:07Z,Corridor D (Industrial Loop),INT-131,45,14,2,5,Clear,9
2026-07-04T08:26:07Z,Corridor E (Airport Bypass),INT-142,54,45,4,32,Clear,38
2026-07-04T08:26:07Z,Corridor B (Westside Arterial),INT-115,42,66,2,44,Clear,56
2026-07-04T08:26:07Z,Corridor E (Airport Bypass),INT-144,50,60,1,31,Clear,53
2026-07-04T08:26:07Z,Corridor B (Westside Arterial),INT-114,33,74,4,44,Clear,67
2026-07-04T08:26:07Z,Corridor B (Westside Arterial),INT-112,27,51,2,34,Clear,46
2026-07-04T08:26:07Z,Corridor B (Westside Arterial),INT-111,38,58,3,44,Clear,52
2026-07-04T08:26:07Z,Corridor E (Airport Bypass),INT-143,48,65,3,35,Clear,58
2026-07-04T08:26:07Z,Corridor E (Airport Bypass),INT-141,49,79,2,50,Clear,62
2026-07-04T08:26:07Z,Corridor E (Airport Bypass),INT-142,43,41,2,23,Clear,38
2026-07-04T08:26:08Z,Corridor D (Industrial Loop),INT-135,44,17,2,10,Clear,15
2026-07-04T08:26:08Z,Corridor B (Westside Arterial),INT-115,33,83,2,46,Clear,64
2026-07-04T08:26:08Z,Corridor D (Industrial Loop),INT-132,39,30,4,19,Clear,24
2026-07-04T08:26:08Z,Corridor B (Westside Arterial),INT-113,28,70,1,55,Clear,60
2026-07-04T08:26:08Z,Corridor C (University Way),INT-122,30,55,1,37,Clear,48
2026-07-04T08:26:08Z,Corridor C (University Way),INT-121,20,35,2,16,Clear,25
2026-07-04T08:26:08Z,Corridor E (Airport Bypass),INT-143,33,68,3,45,Rainy,70
2026-07-04T08:26:08Z,Corridor A (Downtown Express),INT-101,60,63,4,42,Clear,58
2026-07-04T08:26:08Z,Corridor A (Downtown Express),INT-103,43,53,1,31,Rainy,58
2026-07-04T08:26:08Z,Corridor E (Airport Bypass),INT-142,43,83,2,51,Clear,63
2026-07-04T08:26:09Z,Corridor B (Westside Arterial),INT-111,37,35,3,19,Clear,26
2026-07-04T08:26:09Z,Corridor B (Westside Arterial),INT-113,33,54,3,40,Clear,52
2026-07-04T08:26:09Z,Corridor D (Industrial Loop),INT-131,40,18,3,5,Clear,21
2026-07-04T08:26:09Z,Corridor A (Downtown Express),INT-101,42,54,3,28,Rainy,53
2026-07-04T08:26:09Z,Corridor D (Industrial Loop),INT-134,37,76,1,49,Rainy,79
2026-07-04T08:26:09Z,Corridor D (Industrial Loop),INT-131,43,76,1,51,Clear,71
2026-07-04T08:26:09Z,Corridor E (Airport Bypass),INT-144,49,71,1,56,Clear,57
2026-07-04T08:26:09Z,Corridor A (Downtown Express),INT-105,50,48,2,39,Clear,53
2026-07-04T08:26:09Z,Corridor C (University Way),INT-125,21,31,1,16,Rainy,46
2026-07-04T08:26:09Z,Corridor B (Westside Arterial),INT-114,30,88,4,54,Rainy,81
2026-07-04T08:26:10Z,Corridor B (Westside Arterial),INT-115,32,71,3,40,Rainy,76
2026-07-04T08:26:10Z,Corridor C (University Way),INT-121,23,29,3,12,Rainy,30
2026-07-04T08:26:10Z,Corridor B (Westside Arterial),INT-115,34,73,4,57,Clear,71
2026-07-04T08:26:10Z,Corridor B (Westside Arterial),INT-114,35,42,1,20,Clear,42
2026-07-04T08:26:10Z,Corridor A (Downtown Express),INT-105,58,42,3,28,Clear,43
2026-07-04T08:26:10Z,Corridor D (Industrial Loop),INT-134,51,58,1,32,Clear,47
2026-07-04T08:26:10Z,Corridor D (Industrial Loop),INT-134,44,56,4,31,Clear,48
2026-07-04T08:26:10Z,Corridor E (Airport Bypass),INT-142,41,56,3,45,Foggy,67
2026-07-04T08:26:10Z,Corridor A (Downtown Express),INT-104,57,49,1,27,Clear,46
2026-07-04T08:26:10Z,Corridor B (Westside Arterial),INT-112,24,80,1,53,Rainy,72
2026-07-04T08:26:11Z,Corridor C (University Way),INT-123,29,46,1,27,Rainy,52
2026-07-04T08:26:11Z,Corridor A (Downtown Express),INT-105,55,38,1,15,Clear,32
2026-07-04T08:26:11Z,Corridor D (Industrial Loop),INT-132,47,36,2,14,Clear,29
2026-07-04T08:26:11Z,Corridor D (Industrial Loop),INT-135,35,48,3,28,Clear,41
2026-07-04T08:26:11Z,Corridor A (Downtown Express),INT-101,55,52,4,39,Clear,54
2026-07-04T08:26:11Z,Corridor C (University Way),INT-121,18,36,4,22,Rainy,50
2026-07-04T08:26:11Z,Corridor D (Industrial Loop),INT-134,38,48,4,25,Clear,40
2026-07-04T08:26:11Z,Corridor A (Downtown Express),INT-104,49,45,1,37,Clear,39
2026-07-04T08:26:11Z,Corridor B (Westside Arterial),INT-114,30,19,3,17,Clear,31
2026-07-04T08:26:11Z,Corridor A (Downtown Express),INT-104,55,35,4,20,Clear,37
2026-07-04T08:26:12Z,Corridor C (University Way),INT-121,19,25,2,18,Rainy,40
2026-07-04T08:26:12Z,Corridor D (Industrial Loop),INT-132,35,59,4,38,Rainy,64
2026-07-04T08:26:12Z,Corridor B (Westside Arterial),INT-111,39,50,3,30,Clear,43
2026-07-04T08:26:12Z,Corridor A (Downtown Express),INT-104,59,52,4,39,Clear,42
2026-07-04T08:26:12Z,Corridor D (Industrial Loop),INT-131,47,15,4,5,Clear,17
2026-07-04T08:26:12Z,Corridor D (Industrial Loop),INT-132,49,21,1,19,Clear,22
2026-07-04T08:26:12Z,Corridor C (University Way),INT-121,25,44,3,33,Clear,44
2026-07-04T08:26:12Z,Corridor A (Downtown Express),INT-105,64,32,1,23,Clear,28
2026-07-04T08:26:12Z,Corridor C (University Way),INT-124,23,1,1,5,Foggy,15
2026-07-04T08:26:12Z,Corridor C (University Way),INT-125,30,52,1,42,Clear,55
2026-07-04T08:26:13Z,Corridor E (Airport Bypass),INT-143,50,47,3,31,Clear,43
2026-07-04T08:26:13Z,Corridor A (Downtown Express),INT-105,61,47,4,40,Clear,52
2026-07-04T08:26:13Z,Corridor D (Industrial Loop),INT-135,39,39,3,29,Rainy,55
2026-07-04T08:26:13Z,Corridor A (Downtown Express),INT-105,41,59,2,47,Foggy,70
2026-07-04T08:26:13Z,Corridor C (University Way),INT-122,24,29,3,19,Rainy,45
2026-07-04T08:26:13Z,Corridor E (Airport Bypass),INT-143,44,65,2,44,Clear,58
2026-07-04T08:26:13Z,Corridor A (Downtown Express),INT-103,51,53,3,26,Rainy,58
2026-07-04T08:26:13Z,Corridor E (Airport Bypass),INT-142,44,37,3,15,Rainy,41
2026-07-04T08:26:13Z,Corridor A (Downtown Express),INT-102,56,63,2,38,Clear,57
2026-07-04T08:26:13Z,Corridor B (Westside Arterial),INT-111,37,39,2,30,Clear,40
2026-07-04T08:26:14Z,Corridor D (Industrial Loop),INT-132,34,28,3,22,Clear,25
2026-07-04T08:26:14Z,Corridor E (Airport Bypass),INT-144,57,71,2,47,Clear,61
2026-07-04T08:26:14Z,Corridor A (Downtown Express),INT-102,51,36,4,33,Rainy,50
2026-07-04T08:26:14Z,Corridor E (Airport Bypass),INT-145,36,83,1,64,Rainy,82
2026-07-04T08:26:14Z,Corridor D (Industrial Loop),INT-131,40,44,1,19,Clear,33
2026-07-04T08:26:14Z,Corridor C (University Way),INT-125,24,35,2,29,Rainy,36
2026-07-04T08:26:14Z,Corridor C (University Way),INT-121,33,50,1,39,Clear,43
2026-07-04T08:26:14Z,Corridor C (University Way),INT-124,25,36,4,31,Rainy,37
2026-07-04T08:26:14Z,Corridor C (University Way),INT-124,26,37,3,27,Clear,31
2026-07-04T08:26:14Z,Corridor A (Downtown Express),INT-105,51,71,4,46,Clear,63
2026-07-04T08:26:15Z,Corridor B (Westside Arterial),INT-112,36,69,4,44,Clear,52
2026-07-04T08:26:15Z,Corridor C (University Way),INT-123,23,47,1,29,Clear,43
2026-07-04T08:26:15Z,Corridor B (Westside Arterial),INT-114,32,78,2,43,Clear,57
2026-07-04T08:26:15Z,Corridor E (Airport Bypass),INT-145,50,49,3,38,Clear,39
2026-07-04T08:26:15Z,Corridor B (Westside Arterial),INT-114,27,56,3,35,Foggy,56
2026-07-04T08:26:15Z,Corridor C (University Way),INT-124,26,40,3,32,Rainy,53
2026-07-04T08:26:15Z,Corridor A (Downtown Express),INT-102,44,68,4,51,Rainy,74
2026-07-04T08:26:15Z,Corridor A (Downtown Express),INT-105,63,42,3,29,Clear,43
2026-07-04T08:26:15Z,Corridor E (Airport Bypass),INT-143,52,53,2,31,Clear,51
2026-07-04T08:26:15Z,Corridor E (Airport Bypass),INT-142,39,6,4,5,Foggy,28
2026-07-04T08:26:16Z,Corridor C (University Way),INT-125,30,22,2,19,Clear,25
2026-07-04T08:26:16Z,Corridor E (Airport Bypass),INT-144,34,60,3,30,Rainy,48
2026-07-04T08:26:16Z,Corridor E (Airport Bypass),INT-145,51,52,3,42,Clear,44
2026-07-04T08:26:16Z,Corridor B (Westside Arterial),INT-113,32,86,4,57,Clear,76
2026-07-04T08:26:16Z,Corridor E (Airport Bypass),INT-144,42,73,4,52,Clear,66
2026-07-04T08:26:16Z,Corridor A (Downtown Express),INT-104,47,55,4,31,Clear,44
2026-07-04T08:26:16Z,Corridor B (Westside Arterial),INT-114,34,68,2,36,Clear,47
2026-07-04T08:26:16Z,Corridor E (Airport Bypass),INT-145,49,83,1,56,Clear,69
2026-07-04T08:26:16Z,Corridor D (Industrial Loop),INT-131,41,28,1,13,Clear,24
2026-07-04T08:26:16Z,Corridor D (Industrial Loop),INT-134,31,15,1,17,Rainy,35
2026-07-04T08:26:17Z,Corridor C (University Way),INT-121,30,29,2,21,Clear,30
2026-07-04T08:26:17Z,Corridor D (Industrial Loop),INT-135,43,55,2,38,Clear,55
